transaction_amount,transaction_hour,account_age_days,distance_km,transactions_24h,avg_amount_7d,device_changes_30d,failed_attempts_24h,num_prior_transactions,is_new_device,email_address_match,billing_shipping_match,card_present,merchant_risk_score,velocity_score,isFraud
66.2,23,449,2.78,1,129.24,0,0,32,0,1,1,0,0.164,1.51,0
6.84,21,731,71.81,1,57.92,0,0,14,0,1,0,0,0.146,11.57,0
86.3,20,1960,18.93,2,14.68,0,0,73,0,1,1,1,0.239,16.03,0
17.6,8,1210,1.55,1,24.01,0,1,65,0,1,1,1,0.182,18.36,0
20.32,11,350,11.54,1,22.52,0,0,30,0,1,1,1,0.25,13.35,0
9.74,17,335,18.61,0,19.62,0,1,9,0,1,1,1,0.156,9.97,0
43.73,22,288,14.24,0,25.44,0,0,23,0,1,1,1,0.041,0.0,0
350.68,5,14,8.27,1,50.57,0,0,0,0,1,1,1,0.609,7.54,1
65.46,22,91,4.28,2,100.43,0,1,4,0,1,1,1,0.164,8.61,0
12.63,3,31,4.08,2,16.01,1,0,2,0,1,0,0,0.059,28.87,0
93.28,6,596,39.25,2,55.32,0,1,27,0,1,1,1,0.053,27.91,0
21.83,17,267,4.01,2,13.93,0,0,26,0,1,0,0,0.174,7.36,0
118.45,19,33,49.21,1,70.06,1,0,0,0,1,1,0,0.261,15.15,0
67.13,4,587,3.54,1,36.29,0,0,16,0,1,1,1,0.406,3.6,0
1.58,17,517,7.27,1,26.19,0,0,46,0,1,1,1,0.147,18.63,0
10.98,9,636,0.19,3,21.89,1,0,22,0,1,1,0,0.201,23.4,0
77.04,7,458,35.02,1,67.39,1,0,9,0,1,1,0,0.21,20.87,0
34.87,0,88,1.65,0,9.16,0,0,8,0,1,1,1,0.343,8.31,0
10.76,14,32,6.63,2,67.26,0,0,0,0,1,1,1,0.269,12.88,0
15.9,2,850,27.73,2,17.3,0,1,75,0,1,0,1,0.242,6.25,0
4.45,14,122,23.55,2,51.19,0,1,7,0,1,1,0,0.315,5.93,0
27.43,13,391,27.63,3,30.85,0,1,23,0,1,1,1,0.034,19.68,0
273.33,0,332,36.82,0,11.0,0,0,9,0,1,1,1,0.242,0.0,0
67.02,20,1269,36.3,1,20.6,0,0,87,0,1,1,0,0.105,6.39,0
267.85,7,402,22.08,0,13.27,0,0,19,0,1,1,0,0.545,10.06,0
72.41,6,434,13.1,1,9.1,0,0,20,0,1,1,1,0.159,11.1,0
83.72,8,192,12.37,0,36.52,0,0,14,0,1,1,1,0.328,0.0,0
215.74,17,1593,0.2,1,6.97,0,0,141,0,1,0,0,0.347,2.61,0
43.7,11,474,19.23,1,14.73,0,0,36,0,1,1,0,0.202,0.0,0
24.85,7,2,3.86,2,37.19,0,0,0,0,1,1,1,0.054,15.38,0
84.15,7,406,26.46,4,11.98,0,0,36,0,1,1,1,0.069,26.04,0
128.23,5,226,12.1,0,72.28,0,0,20,0,1,1,0,0.125,0.0,0
18.54,2,16,65.43,1,143.32,0,0,1,0,1,1,1,0.305,15.51,0
14.56,1,282,3.54,1,97.21,0,0,23,0,1,0,1,0.138,20.15,0
34.43,13,743,19.28,0,39.93,0,0,27,1,1,1,0,0.023,4.9,0
68.82,7,350,11.9,0,23.95,1,0,25,0,0,1,1,0.317,15.96,0
66.56,5,510,40.28,1,29.87,0,0,29,0,1,1,0,0.117,15.81,0
7.21,3,510,4.64,2,102.95,0,1,44,0,1,1,1,0.131,9.72,0
202.68,4,556,0.92,1,9.71,0,0,53,1,1,1,0,0.078,8.58,0
15.78,20,245,11.77,3,6.48,1,0,9,1,1,1,1,0.246,35.78,0
22.99,12,231,11.06,2,22.69,0,0,16,0,1,0,1,0.153,0.0,0
12.15,8,2,5.6,1,32.94,2,0,0,0,1,1,1,0.239,30.77,1
445.11,12,84,64.62,1,61.8,0,0,6,0,1,1,1,0.535,0.0,1
38.17,8,1506,1.08,0,57.81,0,0,111,0,1,1,0,0.198,8.6,0
12.79,23,924,12.64,3,92.17,0,0,78,0,1,1,1,0.351,24.36,0
71.09,23,161,4.52,3,27.7,0,0,12,0,1,1,1,0.304,35.49,0
64.66,15,256,0.03,2,25.74,0,1,21,0,1,1,1,0.133,10.58,0
24.84,11,1406,66.16,0,30.54,1,1,139,0,1,1,0,0.038,13.01,0
69.45,1,144,9.86,1,11.0,2,0,8,0,1,1,1,0.121,12.38,0
13.13,18,380,29.19,1,82.34,0,1,27,0,1,1,0,0.476,19.32,0
18.3,15,11,27.5,2,20.99,0,1,0,0,1,1,0,0.055,20.59,0
4.01,23,483,25.09,0,21.15,0,0,19,0,1,1,1,0.087,2.26,0
7.97,12,1330,9.22,0,32.93,0,0,114,0,1,1,0,0.167,6.77,0
182.66,4,1080,33.94,1,14.36,0,0,52,0,0,1,1,0.135,4.33,0
154.69,22,349,6.87,2,22.53,1,0,33,0,1,1,0,0.268,30.94,0
32.0,23,524,7.87,1,40.77,1,0,44,1,1,1,0,0.196,24.15,0
158.05,5,422,4.43,1,85.23,0,0,12,1,1,1,1,0.009,5.29,0
25.53,20,35,8.92,2,33.66,0,0,0,0,1,1,1,0.28,8.01,0
23.49,23,86,64.58,1,115.2,1,0,2,0,1,1,1,0.1,22.88,0
31.71,16,1660,12.77,1,22.39,1,0,135,0,0,1,1,0.081,11.63,0
26.45,16,148,26.68,1,6.79,0,0,11,0,1,0,1,0.222,5.99,0
24.16,16,243,4.58,1,8.4,0,0,16,0,1,1,0,0.381,0.0,0
94.01,2,356,46.83,1,39.74,0,0,11,0,1,0,0,0.135,16.56,0
34.82,12,1935,0.2,1,21.81,0,0,104,1,1,1,0,0.195,7.25,0
61.1,11,586,39.94,2,64.77,0,0,35,1,1,1,1,0.178,13.04,0
84.05,5,497,34.24,2,31.97,0,0,48,1,1,1,1,0.117,16.95,0
44.18,21,372,1.05,1,29.37,0,0,12,0,1,1,0,0.117,11.04,0
11.36,20,603,13.93,0,11.43,0,0,27,0,0,1,0,0.33,0.0,0
7.75,12,545,23.07,2,4.11,0,0,38,0,1,1,1,0.187,15.83,0
34.77,13,1166,7.76,2,18.87,0,0,39,0,1,1,0,0.316,15.01,0
25.25,6,390,1.45,2,10.74,0,0,12,0,1,1,1,0.15,11.62,0
32.7,4,274,26.53,0,7.84,1,0,14,0,1,1,0,0.319,9.38,0
29.49,13,823,9.42,0,30.99,0,1,49,0,1,1,1,0.283,5.6,0
396.86,17,804,4.58,2,52.75,0,0,59,1,1,0,0,0.153,14.84,1
7.92,3,93,1.1,3,38.06,0,0,7,0,1,1,1,0.169,20.23,0
4.1,0,135,15.33,1,36.83,0,0,12,0,1,1,1,0.068,0.0,0
41.78,6,1593,0.65,0,14.04,0,0,71,0,1,1,1,0.254,5.44,0
20.56,19,294,23.49,2,9.75,0,0,17,0,1,1,0,0.141,17.18,0
41.1,12,367,22.09,3,11.92,0,0,32,0,1,1,0,0.096,23.84,0
53.73,3,186,5.85,0,62.65,0,1,10,0,1,1,0,0.277,0.0,0
108.21,12,328,9.59,2,23.29,0,1,9,0,1,1,1,0.313,2.97,0
6.64,3,680,16.59,1,118.29,1,1,36,0,1,1,0,0.23,19.81,0
17.17,2,329,47.96,2,63.07,0,0,26,0,1,0,0,0.311,18.98,0
46.01,7,189,11.01,1,116.32,2,0,10,0,1,1,1,0.44,42.72,1
64.75,19,50,85.62,0,27.54,0,0,1,1,0,1,1,0.131,0.0,0
268.66,7,1317,5.9,0,32.22,0,0,125,0,1,1,1,0.265,4.18,0
77.92,16,1027,11.21,1,9.03,0,1,43,0,1,1,1,0.106,10.4,0
28.31,14,784,1.84,1,27.69,0,0,46,0,1,1,0,0.182,7.21,0
12.3,3,592,12.19,1,53.68,1,0,27,0,1,1,0,0.265,11.92,0
17.04,5,362,11.53,3,212.88,0,1,18,0,1,1,0,0.192,18.4,0
16.57,23,1138,28.34,1,17.01,0,0,79,0,1,1,1,0.042,2.29,0
57.7,21,784,85.05,0,11.2,1,1,44,0,1,1,0,0.203,26.28,1
38.74,5,846,64.22,2,64.05,2,2,21,0,1,1,1,0.481,47.85,1
7.98,9,185,4.04,1,12.8,0,0,10,0,1,0,1,0.32,15.52,0
19.38,3,275,6.2,0,18.89,0,0,11,1,1,1,0,0.183,2.73,0
72.06,8,613,4.82,1,127.57,0,0,42,0,1,1,1,0.398,4.34,0
42.59,15,232,3.34,1,19.47,0,0,7,0,1,1,1,0.224,1.49,0
52.91,6,341,2.44,1,54.23,0,0,22,0,1,1,0,0.62,3.06,0
43.94,13,520,10.75,3,86.21,1,0,28,0,1,1,1,0.118,5.82,0
152.39,5,288,30.89,3,16.84,2,0,24,0,1,1,0,0.051,45.53,0
37.94,0,788,13.37,2,22.65,0,0,35,0,1,1,0,0.369,21.52,0
20.37,17,62,30.91,1,24.27,0,3,1,0,1,1,0,0.228,1.58,0
11.99,11,633,48.09,1,31.97,1,0,15,0,1,1,0,0.209,22.52,0
38.46,21,78,7.25,0,12.28,0,1,4,0,1,1,1,0.1,0.0,0
2.61,14,1389,27.09,2,19.64,1,0,83,0,1,1,1,0.33,27.71,0
24.92,0,188,0.81,1,2.79,1,0,9,0,1,1,1,0.085,7.5,0
24.39,14,793,9.84,3,11.42,0,0,65,0,1,1,0,0.199,28.42,0
7.66,14,368,6.89,3,40.58,0,0,26,1,1,1,1,0.315,18.37,0
11.84,15,48,3.44,3,54.19,0,1,3,0,1,1,1,0.261,33.79,0
67.33,20,437,8.65,0,49.7,0,0,29,1,1,1,1,0.163,0.0,0
37.74,0,1216,8.8,2,102.02,0,0,97,0,1,1,1,0.463,28.56,0
33.17,2,86,24.8,3,62.07,0,2,5,0,1,1,1,0.206,17.35,0
40.7,11,194,30.48,2,19.13,0,0,6,0,1,1,1,0.291,24.77,0
32.87,6,289,16.05,2,50.74,0,0,14,0,1,1,0,0.147,29.13,0
103.84,4,161,15.05,1,10.66,0,0,4,0,1,1,0,0.365,7.88,0
33.9,0,1439,1.75,5,13.15,0,0,128,0,1,1,0,0.139,40.15,0
6.97,0,237,12.84,1,32.9,0,0,8,0,1,1,1,0.113,11.51,0
152.95,14,537,4.81,1,12.5,2,1,35,0,1,1,0,0.102,35.91,0
43.39,7,127,5.24,0,6.84,0,0,2,0,1,1,1,0.089,14.54,0
16.62,10,124,1.49,0,36.29,0,2,5,0,1,1,0,0.272,0.0,0
8.56,13,97,15.15,2,59.79,0,0,8,0,1,1,1,0.079,37.21,0
44.52,22,285,13.15,4,64.45,0,0,23,0,1,1,1,0.068,39.66,0
26.65,12,381,3.73,2,84.5,1,0,9,0,1,1,1,0.059,32.62,0
144.63,18,5,4.58,1,58.05,0,0,0,0,1,0,0,0.233,4.09,0
21.2,11,895,22.24,2,18.02,2,0,43,1,1,1,1,0.127,25.86,0
12.97,21,359,23.62,3,25.1,0,1,10,0,1,1,1,0.073,21.36,1
73.39,18,86,10.19,0,20.68,0,0,7,1,1,1,0,0.376,0.0,0
75.59,3,35,2.42,2,24.49,0,0,3,0,1,1,1,0.06,33.23,0
35.47,3,33,0.86,0,39.7,0,1,1,0,1,0,0,0.155,0.0,0
58.93,2,149,4.75,1,19.28,0,0,4,0,1,1,0,0.094,1.82,0
28.86,5,346,19.71,2,14.59,0,0,17,0,1,1,0,0.205,27.15,0
37.86,4,984,13.78,1,28.21,0,0,19,0,1,1,1,0.26,16.19,0
96.06,10,1166,18.99,4,124.25,0,1,87,0,1,1,0,0.271,24.7,0
56.0,8,893,9.57,0,61.48,0,0,82,0,1,0,1,0.203,14.53,0
25.3,2,199,21.08,0,11.32,0,0,3,0,1,1,1,0.106,0.0,0
115.86,8,183,9.83,1,15.24,0,0,13,0,1,1,0,0.091,4.45,0
2.82,11,2189,1.32,1,57.43,0,0,52,0,1,1,1,0.095,18.72,0
233.24,2,572,1.25,5,30.49,0,0,20,0,1,1,0,0.149,39.68,0
5.44,19,182,26.71,3,14.1,0,1,11,0,1,1,1,0.264,14.31,0
16.01,16,200,14.9,0,58.12,2,2,8,1,1,1,0,0.02,18.28,0
28.76,20,285,4.91,5,22.0,0,0,4,0,1,1,0,0.2,33.7,0
25.88,11,486,21.23,0,30.09,1,0,47,0,1,1,0,0.141,17.08,0
81.97,17,1141,2.19,1,19.23,2,1,35,0,1,1,1,0.222,42.16,0
10.4,3,111,15.54,0,9.73,0,0,6,0,1,1,0,0.148,3.07,0
38.89,9,44,68.33,1,16.52,0,0,2,0,1,0,0,0.236,8.36,0
16.81,17,260,2.44,3,38.43,1,1,24,0,1,1,0,0.245,33.81,0
40.25,7,141,2.3,2,18.13,2,0,11,0,1,1,1,0.059,42.39,0
28.08,8,429,9.46,2,16.19,0,0,27,0,1,1,0,0.399,9.56,0
32.88,18,601,15.44,2,9.77,0,0,46,0,1,1,1,0.083,13.22,0
17.29,12,186,0.4,3,28.78,0,0,16,0,1,1,0,0.222,42.44,0
17.99,5,578,10.39,2,29.52,1,1,25,0,1,1,0,0.113,31.72,0
39.94,21,210,1.3,3,13.13,0,0,5,0,1,1,0,0.152,22.66,0
76.99,6,504,4.14,0,28.3,1,0,42,0,1,1,1,0.281,2.79,0
16.47,20,501,18.69,0,29.54,0,1,16,0,1,1,0,0.328,0.0,0
12.57,5,163,20.14,2,32.55,0,0,7,0,1,1,1,0.348,4.91,0
55.34,10,505,19.63,2,30.98,0,0,45,0,1,1,0,0.237,25.3,0
29.01,16,240,1.01,1,15.58,0,0,17,0,1,1,1,0.282,0.09,0
68.75,18,205,23.18,1,32.87,0,0,4,0,1,1,1,0.055,8.22,0
12.11,11,171,8.49,0,25.98,0,0,6,0,1,1,0,0.042,2.21,0
5.06,20,212,9.67,0,31.08,1,0,6,1,1,1,0,0.313,6.97,0
17.58,20,773,8.16,1,48.62,0,0,14,1,1,0,1,0.118,0.0,0
13.92,23,141,29.18,0,55.29,1,0,4,0,1,0,0,0.053,27.49,0
27.69,12,573,17.09,2,42.34,0,0,40,0,1,1,0,0.136,12.97,0
15.85,17,1154,10.4,2,36.56,0,1,20,1,1,1,0,0.149,23.41,1
62.87,6,216,26.96,2,71.25,0,1,20,0,1,1,1,0.039,17.13,0
22.46,22,15,24.55,2,13.96,0,0,0,0,1,1,0,0.227,14.37,0
34.83,4,12,0.08,3,11.24,0,0,0,0,1,1,0,0.382,15.07,0
35.08,15,75,9.78,3,73.54,0,1,1,0,1,1,1,0.327,28.01,0
36.41,21,58,0.65,0,65.36,0,1,1,0,1,0,1,0.41,0.0,0
29.25,3,689,5.5,1,53.66,0,0,68,0,1,1,1,0.036,0.0,0
49.93,22,175,24.43,1,21.62,0,0,7,0,1,1,1,0.092,14.24,0
13.52,0,529,43.25,2,98.19,1,0,38,0,1,1,1,0.071,30.95,0
121.44,3,22,4.16,1,14.18,0,0,1,1,1,0,1,0.146,9.41,0
23.65,2,175,0.32,1,16.9,0,0,10,0,1,1,0,0.15,10.72,0
8.07,3,133,7.72,1,10.64,0,0,7,0,1,0,0,0.081,5.12,0
36.16,0,162,6.12,1,17.62,0,1,7,0,1,1,0,0.07,8.04,0
12.79,11,106,16.95,0,28.3,0,0,7,0,1,1,1,0.131,0.0,0
58.28,12,481,10.25,1,18.25,0,0,29,0,1,0,1,0.328,17.48,0
273.04,1,543,7.63,0,42.85,0,0,28,0,1,1,1,0.491,0.0,0
13.65,8,80,3.91,3,35.65,0,0,2,0,1,1,1,0.416,30.91,0
41.78,6,676,26.45,1,44.22,0,0,48,0,1,1,0,0.272,10.35,0
5.18,12,144,4.28,2,65.68,1,1,7,0,1,1,1,0.059,12.46,0
47.18,21,166,0.84,2,70.81,1,0,4,0,1,1,1,0.057,34.64,0
12.36,1,882,12.47,3,28.35,1,0,39,0,1,1,1,0.348,52.7,0
16.04,0,1157,5.73,4,31.78,0,1,23,0,1,1,0,0.486,27.16,0
9.96,17,871,18.69,2,16.22,0,0,23,0,1,1,0,0.288,20.05,0
62.31,6,80,1.26,1,140.7,0,0,7,0,1,1,0,0.1,4.65,0
82.05,17,3610,50.86,2,9.66,0,1,298,0,1,1,1,0.248,12.58,0
30.67,18,558,3.1,4,12.76,0,0,55,0,1,1,0,0.078,30.45,0
12.62,7,357,6.63,1,18.41,0,0,33,0,1,1,0,0.197,0.0,0
146.87,22,1549,9.84,1,3.79,0,0,149,0,1,1,1,0.124,7.56,0
14.15,11,850,33.13,1,22.49,0,0,48,0,1,1,0,0.388,16.9,0
3.45,10,588,19.23,4,28.31,0,0,42,0,1,1,1,0.298,31.26,0
47.39,8,911,2.35,2,15.0,0,1,16,1,1,1,1,0.226,14.35,0
9.93,3,243,8.66,1,29.26,0,0,11,0,1,0,1,0.259,14.02,0
80.53,6,577,11.74,1,8.92,0,0,42,0,1,1,1,0.101,0.0,0
20.47,16,106,18.17,2,12.21,0,0,3,0,1,1,0,0.081,21.08,0
54.8,10,2211,12.72,1,42.28,0,0,201,0,1,1,1,0.143,3.83,0
121.69,1,445,9.17,0,40.17,0,0,11,0,1,1,0,0.185,3.27,0
8.95,22,842,21.76,3,31.72,0,1,72,0,1,1,1,0.177,25.13,0
17.01,17,262,7.12,2,47.9,1,0,17,0,1,1,1,0.273,19.01,0
27.78,21,711,65.34,0,26.02,0,0,62,0,1,1,0,0.259,0.0,0
139.43,11,245,44.29,1,42.36,0,0,8,0,1,1,0,0.432,9.59,1
15.51,8,446,18.43,0,18.34,0,0,31,0,0,1,1,0.136,0.0,0
16.54,10,753,32.13,0,10.68,0,0,26,0,1,1,1,0.18,0.0,0
48.33,4,62,7.49,3,28.77,1,0,2,0,1,1,0,0.26,36.01,0
16.82,6,221,13.07,1,59.24,0,0,5,0,1,1,0,0.154,3.42,0
34.9,0,394,4.78,5,23.85,0,0,34,0,1,1,1,0.16,34.8,0
6.35,23,203,32.53,0,15.65,1,0,16,1,1,1,0,0.089,12.25,0
274.33,4,185,9.55,1,38.71,0,0,7,0,1,1,1,0.124,19.9,0
7.79,5,165,11.52,2,8.05,0,0,5,0,1,1,1,0.261,19.85,0
21.72,12,129,29.99,0,42.54,0,0,10,1,1,1,0,0.148,0.0,0
29.01,10,945,23.94,0,10.19,1,0,52,0,1,1,0,0.366,5.79,0
202.89,7,1286,5.82,2,35.56,0,0,56,0,1,1,1,0.216,15.52,0
7.97,19,602,1.37,3,69.18,0,0,44,0,1,1,0,0.117,30.26,0
217.83,1,15,2.65,4,12.01,1,0,0,0,1,1,1,0.223,51.21,1
63.89,14,771,6.21,1,109.61,0,0,59,0,1,1,1,0.034,31.11,0
45.47,9,380,5.46,1,57.97,2,0,12,0,1,1,0,0.096,40.37,0
11.19,7,710,0.59,1,45.46,1,0,45,0,1,1,1,0.2,29.36,0
53.05,1,288,8.49,1,19.52,0,0,25,0,1,1,1,0.177,16.46,0
14.53,20,21,1.68,1,61.52,0,0,1,0,1,1,0,0.318,11.46,0
106.34,14,572,3.74,4,28.98,0,1,54,0,1,1,0,0.278,53.51,0
11.35,5,294,23.23,2,33.79,0,0,5,0,1,1,1,0.049,4.91,0
26.76,4,1036,10.24,3,102.28,0,0,97,0,1,1,1,0.034,11.16,0
17.2,21,670,7.0,1,34.72,0,1,24,0,0,1,0,0.269,3.17,0
11.16,21,223,3.08,3,31.18,0,0,21,0,1,1,0,0.074,26.92,0
62.89,2,644,30.18,1,27.73,0,0,24,0,1,1,1,0.061,14.16,0
51.19,10,342,35.1,1,15.71,0,1,11,0,1,1,1,0.183,8.9,0
100.38,10,111,10.97,0,39.33,0,0,7,0,1,1,0,0.319,0.38,0
5.05,15,272,38.13,0,23.31,1,0,21,0,1,1,0,0.283,0.0,0
86.85,2,126,9.38,0,80.27,0,0,12,0,1,1,0,0.089,3.89,0
367.03,8,2,1.7,0,73.65,0,0,0,0,1,1,1,0.323,0.0,0
19.07,2,142,0.26,2,20.53,1,0,7,0,1,1,1,0.05,16.41,0
199.37,18,118,2.06,0,24.65,2,0,7,0,1,0,1,0.267,30.88,0
23.03,10,2,14.62,1,10.8,1,0,0,0,1,1,1,0.09,10.78,0
7.6,13,766,5.8,0,4.46,0,0,62,0,1,1,0,0.343,0.0,0
22.07,1,40,15.68,0,39.07,1,0,3,0,1,1,1,0.156,12.67,0
85.47,6,298,10.64,2,17.93,0,0,18,0,1,1,1,0.148,9.3,0
12.96,9,271,6.07,0,45.93,0,0,23,0,1,1,0,0.145,0.0,0
16.44,9,100,3.7,2,13.46,0,0,8,0,1,1,1,0.234,20.34,0
54.25,19,1704,1.27,1,22.03,1,0,57,0,1,1,0,0.178,23.74,0
30.06,0,463,22.88,2,25.01,0,0,21,0,1,1,0,0.026,14.21,0
53.77,5,840,25.64,3,24.31,2,0,27,0,1,1,1,0.198,27.39,1
38.01,20,343,11.7,0,6.14,0,0,6,0,1,1,1,0.354,1.1,0
48.41,13,642,2.56,1,51.78,1,0,56,0,1,1,0,0.24,20.94,0
19.45,1,1750,4.59,1,24.68,0,0,160,0,1,1,0,0.069,10.49,0
37.78,5,214,46.56,2,9.99,0,1,11,1,1,1,0,0.017,24.2,0
11.85,0,351,3.84,0,70.85,0,2,16,0,1,1,1,0.387,0.0,0
108.68,2,361,0.88,6,73.24,0,1,20,0,1,1,0,0.243,53.42,1
15.89,3,2414,11.98,1,31.0,0,0,166,0,1,1,1,0.185,0.0,0
92.65,12,133,4.56,0,24.98,0,0,13,0,1,1,0,0.073,0.0,0
23.72,2,562,47.35,4,21.55,1,0,50,0,1,1,1,0.085,61.53,0
36.67,14,74,12.83,7,11.87,0,0,2,0,1,1,0,0.247,69.77,0
18.27,12,1309,50.64,2,25.21,0,0,117,0,1,1,0,0.179,1.03,0
10.85,21,446,23.1,1,5.58,0,0,25,0,1,1,1,0.086,0.0,0
5.23,10,981,19.26,3,63.61,0,0,82,0,1,1,1,0.274,36.0,0
10.43,3,1128,26.61,3,15.09,0,0,98,0,1,1,0,0.177,30.7,0
21.67,16,407,13.93,4,7.89,1,0,19,0,1,1,0,0.249,54.67,0
37.04,4,573,0.17,0,10.26,1,0,10,0,1,1,1,0.118,12.33,0
82.3,20,600,7.48,0,25.45,0,0,28,0,0,1,0,0.202,0.0,0
19.19,23,309,3.71,2,36.9,0,0,5,0,1,1,0,0.074,15.62,0
12.4,7,285,8.55,0,19.83,1,1,16,0,1,1,0,0.014,6.72,0
7.08,20,103,9.54,2,16.47,0,0,9,0,0,1,1,0.218,16.23,0
48.43,23,242,2.05,2,12.66,2,0,21,0,1,1,1,0.203,34.58,0
119.49,9,2342,0.36,2,55.4,1,0,113,0,1,1,1,0.234,22.78,0
106.31,6,157,2.23,2,43.12,0,0,12,0,1,1,1,0.154,12.24,0
60.94,16,719,29.22,2,33.18,0,0,55,1,1,1,1,0.113,19.33,0
56.74,6,31,21.15,4,10.52,0,1,2,0,0,1,1,0.284,44.82,0
163.63,23,315,24.06,3,18.4,0,0,23,0,1,1,1,0.122,21.69,0
41.77,18,30,4.85,0,18.29,0,1,2,0,1,1,1,0.182,0.0,0
57.18,8,323,4.04,1,106.93,0,1,12,0,1,1,1,0.172,0.0,0
21.74,23,14,0.57,1,29.31,0,0,0,0,0,1,1,0.142,11.77,0
7.67,1,475,9.59,1,17.26,1,0,20,0,1,0,1,0.244,20.18,0
15.12,21,442,7.23,3,110.53,0,0,29,0,1,0,1,0.42,14.73,0
29.69,19,799,27.11,1,50.52,0,0,45,0,0,1,1,0.097,4.75,0
31.84,18,438,17.18,1,51.82,0,1,31,0,1,1,0,0.158,16.44,0
205.67,5,1302,2.34,0,77.21,0,0,70,0,1,1,0,0.117,5.29,0
32.5,9,764,65.32,0,59.3,0,0,54,0,1,1,1,0.245,1.17,0
97.4,12,71,22.09,1,18.59,0,1,1,0,0,1,1,0.347,15.3,0
19.39,1,154,19.11,0,23.57,0,0,8,1,1,1,1,0.116,13.42,0
21.94,9,13,3.66,2,36.89,0,0,0,0,1,1,1,0.305,24.59,0
7.93,9,244,35.33,1,29.57,0,0,9,0,1,1,1,0.151,5.77,0
14.26,4,356,9.63,2,6.34,1,0,15,0,1,1,0,0.291,29.72,0
50.75,21,1459,5.3,1,8.83,0,0,26,0,1,1,1,0.053,4.42,0
30.19,3,369,15.96,0,26.61,1,0,30,0,1,1,0,0.161,16.08,0
76.93,22,759,3.57,2,6.65,0,0,43,0,0,1,1,0.031,13.01,0
35.92,1,156,35.72,2,9.53,1,0,4,0,1,1,1,0.367,27.91,0
21.06,6,83,28.9,0,18.38,0,0,5,0,1,1,1,0.385,0.0,0
256.8,17,833,9.38,1,28.77,0,0,22,0,1,0,0,0.185,6.54,0
27.28,16,142,3.17,5,44.27,0,0,7,0,1,1,0,0.359,36.47,0
95.87,10,1025,10.29,2,55.69,1,0,28,0,1,1,1,0.178,20.81,0
20.06,20,93,2.42,2,34.34,0,0,6,0,1,1,1,0.144,15.2,0
60.92,17,954,4.72,1,59.58,0,0,30,0,1,1,1,0.178,15.83,0
75.79,7,741,9.89,0,14.79,2,1,71,0,1,1,0,0.379,22.39,0
36.91,11,472,0.32,0,12.21,1,0,31,0,1,1,1,0.132,14.83,0
2.84,23,949,21.77,2,23.38,0,0,17,0,1,1,1,0.074,6.46,0
30.52,0,201,3.29,2,45.94,0,1,10,0,1,1,1,0.159,8.19,0
102.56,19,91,30.22,2,52.07,0,0,2,0,1,1,0,0.096,19.47,0
50.78,20,85,0.34,2,73.08,0,0,5,0,1,1,0,0.253,19.03,0
46.8,11,158,11.39,1,41.99,0,0,12,0,1,1,1,0.222,14.97,0
5.35,5,296,22.49,1,129.14,0,0,12,0,1,1,1,0.059,4.8,0
14.58,2,1044,4.08,2,50.42,0,0,76,0,1,1,1,0.104,14.3,0
45.21,4,47,18.44,1,25.75,0,1,4,0,1,0,1,0.12,3.93,0
45.17,13,1234,19.14,3,59.91,1,0,113,0,1,1,1,0.412,22.52,0
100.95,11,1298,15.24,2,94.19,0,0,34,0,1,1,0,0.329,21.59,0
25.92,12,650,6.79,2,8.64,0,0,30,1,1,1,0,0.1,4.6,0
44.96,12,1153,23.06,0,19.3,0,0,45,0,1,1,0,0.198,7.29,0
30.46,16,735,14.85,2,12.18,1,1,47,0,1,1,0,0.545,23.72,0
11.17,23,376,13.39,1,24.12,0,0,31,0,1,1,1,0.115,7.28,0
3.14,14,459,25.65,2,17.63,0,1,32,0,1,1,1,0.162,11.29,0
46.11,5,495,4.21,1,40.97,0,1,48,0,0,1,1,0.162,5.16,0
35.66,11,68,3.97,1,75.02,0,0,1,0,0,1,0,0.127,18.2,0
16.15,1,107,7.33,0,74.6,0,0,3,0,1,1,1,0.209,0.0,0
5.93,3,371,1.14,1,54.46,1,0,32,0,1,1,1,0.297,20.29,0
56.25,19,61,6.17,2,35.02,0,0,3,0,1,1,1,0.135,13.52,0
22.97,20,1676,7.82,1,13.06,0,0,136,0,1,1,1,0.312,0.0,0
52.29,11,354,10.25,1,70.51,0,0,34,0,1,1,1,0.096,5.42,0
193.26,2,239,4.4,1,78.42,0,1,15,0,1,1,0,0.245,8.47,0
3.52,16,86,35.6,2,2.0,1,0,6,0,1,1,0,0.071,33.64,0
14.89,5,269,5.03,1,149.98,0,0,13,0,1,1,1,0.389,0.0,0
24.3,23,180,28.61,3,8.16,0,0,16,0,0,1,1,0.168,22.69,0
128.36,16,46,8.83,0,13.91,0,0,3,0,1,1,1,0.148,0.0,0
5.83,16,1706,19.0,2,44.86,0,0,114,1,1,1,1,0.349,23.4,0
207.65,10,154,1.76,1,11.39,0,0,2,0,1,1,1,0.072,13.59,0
34.32,22,586,11.8,1,26.79,1,0,33,0,1,1,0,0.115,29.35,0
27.22,6,48,48.6,1,11.15,0,0,4,0,1,1,0,0.146,15.09,0
24.58,1,1222,16.46,3,47.1,2,0,66,0,1,1,1,0.101,36.85,0
19.37,18,447,25.75,1,22.66,1,0,43,0,1,1,1,0.198,34.08,0
85.47,1,535,4.54,0,19.2,0,1,52,0,1,1,0,0.358,2.34,0
